ACCIDENT_YEAR,MONTH,LATITUDE,LONGITUDE,NATIONAL_PARK
2019,2,34.064701080322266,-117.25969696044922,Joshua_Tree
2019,2,33.88418960571289,-117.52410125732422,Joshua_Tree
2019,2,33.935218811035156,-117.1091766357422,Joshua_Tree
2019,2,33.88031005859375,-117.55332946777344,Joshua_Tree
2019,2,33.88240051269531,-117.64559936523438,Joshua_Tree
2019,2,33.93935012817383,-117.21405792236328,Joshua_Tree
2019,2,34.01879119873047,-117.5122299194336,Joshua_Tree
2019,2,33.7666015625,-117.18990325927734,Joshua_Tree
2019,2,33.883399963378906,-117.53359985351562,Joshua_Tree
2019,2,33.88431167602539,-117.52375793457033,Joshua_Tree
2019,2,34.066558837890625,-117.25208282470705,Joshua_Tree
2019,2,33.96760177612305,-117.37680053710938,Joshua_Tree
2019,2,33.7387809753418,-117.09329986572266,Joshua_Tree
2019,2,33.747581481933594,-116.9498291015625,Joshua_Tree
2019,2,33.96982955932617,-117.3291473388672,Joshua_Tree
2019,2,33.93901062011719,-117.1947021484375,Joshua_Tree
2019,2,33.897300720214844,-117.49379730224608,Joshua_Tree
2019,2,33.62250900268555,-117.17108154296876,Joshua_Tree
2019,2,34.070030212402344,-117.1725616455078,Joshua_Tree
2019,2,33.859580993652344,-116.47604370117188,Joshua_Tree
2019,2,34.0689697265625,-117.35595703125,Joshua_Tree
2019,2,34.066349029541016,-117.24056243896484,Joshua_Tree
2019,2,33.94578170776367,-117.29721069335938,Joshua_Tree
2019,2,34.41598892211914,-117.59841918945312,Joshua_Tree
2019,2,33.989280700683594,-117.34893798828124,Joshua_Tree
2019,2,33.94607925415039,-117.00399017333984,Joshua_Tree
2019,2,33.9911994934082,-117.35836029052734,Joshua_Tree
2019,2,34.0672492980957,-117.4206314086914,Joshua_Tree
2019,2,33.96086120605469,-117.31572723388672,Joshua_Tree
2019,2,33.762569427490234,-117.18937683105467,Joshua_Tree
2019,2,34.08818817138672,-117.04035186767578,Joshua_Tree
2019,2,34.06378936767578,-117.19689178466795,Joshua_Tree
2019,2,33.79764938354492,-117.23150634765624,Joshua_Tree
2019,2,33.943641662597656,-117.28450775146484,Joshua_Tree
2019,2,33.94118118286133,-117.27017211914062,Joshua_Tree
2019,2,33.79999923706055,-116.37783050537108,Joshua_Tree
2019,2,33.898929595947266,-117.47566223144533,Joshua_Tree
2019,2,33.92686080932617,-116.85072326660156,Joshua_Tree
2019,2,33.66176986694336,-116.3991928100586,Joshua_Tree
2019,2,34.26530075073242,-116.8643798828125,Joshua_Tree
2019,2,33.7547492980957,-116.95877075195312,Joshua_Tree
2019,2,34.0667610168457,-117.22540283203124,Joshua_Tree
2019,2,33.661598205566406,-115.83154296875,Joshua_Tree
2019,2,34.05638885498047,-117.16626739501952,Joshua_Tree
2019,2,34.06586837768555,-117.49275207519533,Joshua_Tree
2019,2,33.915199279785156,-117.44190216064452,Joshua_Tree
2019,2,34.050559997558594,-117.15988159179688,Joshua_Tree
2019,2,34.072731018066406,-117.61537933349608,Joshua_Tree
2019,2,33.921661376953125,-116.7451400756836,Joshua_Tree
2019,2,34.06999969482422,-117.14669799804688,Joshua_Tree
2019,2,33.844940185546875,-116.51013946533205,Joshua_Tree
2019,2,34.06858825683594,-117.376953125,Joshua_Tree
2019,2,33.839210510253906,-117.24935913085938,Joshua_Tree
2019,2,34.06399154663086,-117.26811981201172,Joshua_Tree
2019,2,34.13496017456055,-116.33480072021484,Joshua_Tree
2019,2,34.22639846801758,-117.2957000732422,Joshua_Tree
2019,2,34.26517105102539,-116.8745574951172,Joshua_Tree
2019,2,34.070831298828125,-117.60987091064452,Joshua_Tree
2019,2,34.064029693603516,-117.27739715576172,Joshua_Tree
2019,2,34.01813888549805,-117.52919769287108,Joshua_Tree
2019,2,33.94083023071289,-117.26782989501952,Joshua_Tree
2019,2,33.623050689697266,-117.17138671875,Joshua_Tree
2019,2,34.01020812988281,-117.34615325927734,Joshua_Tree
2019,2,33.94020080566406,-117.0927963256836,Joshua_Tree
2019,2,33.90275955200195,-117.46407318115234,Joshua_Tree
2019,2,33.47016906738281,-116.95272064208984,Joshua_Tree
2019,2,33.66012954711914,-115.75383758544922,Joshua_Tree
2019,2,33.69076919555664,-117.17472076416016,Joshua_Tree
2019,2,33.8819694519043,-117.62130737304688,Joshua_Tree
2019,2,33.84661865234375,-117.25228118896484,Joshua_Tree
2019,2,34.06319046020508,-117.19571685791016,Joshua_Tree
2019,2,33.8449592590332,-116.5058135986328,Joshua_Tree
2019,2,34.443138122558594,-117.64675903320312,Joshua_Tree
2019,2,33.60054016113281,-117.11652374267578,Joshua_Tree
2019,2,34.46092987060547,-117.07968902587892,Joshua_Tree
2019,2,33.74760055541992,-116.97393798828124,Joshua_Tree
2019,2,34.0673713684082,-117.5882568359375,Joshua_Tree
2019,2,34.06597900390625,-117.25372314453124,Joshua_Tree
2019,2,33.72957992553711,-117.07634735107422,Joshua_Tree
2019,2,33.88148880004883,-117.57613372802734,Joshua_Tree
2019,2,34.002830505371094,-117.38009643554688,Joshua_Tree
2019,2,33.96181869506836,-117.02587127685548,Joshua_Tree
2019,2,33.931270599365234,-117.41300964355467,Joshua_Tree
2019,2,33.9327507019043,-117.02548980712892,Joshua_Tree
2019,2,33.6851806640625,-117.1702880859375,Joshua_Tree
2019,2,34.067501068115234,-117.56099700927734,Joshua_Tree
2019,2,34.08086013793945,-117.62914276123048,Joshua_Tree
2019,2,34.03641128540039,-117.14829254150392,Joshua_Tree
2019,2,33.79764938354492,-116.49506378173828,Joshua_Tree
2019,2,34.06647872924805,-117.21621704101562,Joshua_Tree
2019,2,33.877601623535156,-117.65908050537108,Joshua_Tree
2019,2,33.91408920288086,-117.44165802001952,Joshua_Tree
2019,2,33.7475700378418,-116.98483276367188,Joshua_Tree
2019,2,33.74216842651367,-117.02937316894533,Joshua_Tree
2019,2,33.97412109375,-117.37361907958984,Joshua_Tree
2019,2,34.01211929321289,-117.34481048583984,Joshua_Tree
2019,2,33.88240051269531,-117.58930206298828,Joshua_Tree
2019,2,33.88153839111328,-117.57608795166016,Joshua_Tree
2019,2,33.53927993774414,-116.7561492919922,Joshua_Tree
2019,2,33.929080963134766,-117.28878784179688,Joshua_Tree
2019,2,33.984310150146484,-117.36578369140624,Joshua_Tree
2019,2,34.17115020751953,-116.83509826660156,Joshua_Tree
2019,2,33.940128326416016,-117.22885894775392,Joshua_Tree
2019,2,34.01179885864258,-117.34513854980467,Joshua_Tree
2019,2,34.06673812866211,-117.2361068725586,Joshua_Tree
2019,2,33.920841217041016,-116.75176239013672,Joshua_Tree
2019,2,33.64374923706055,-117.42066955566406,Joshua_Tree
2019,2,34.38154983520508,-117.56627655029295,Joshua_Tree
2019,2,34.02326965332031,-117.55632781982422,Joshua_Tree
2019,2,33.93349075317383,-117.40882110595705,Joshua_Tree
2019,2,33.74306106567383,-117.10469818115234,Joshua_Tree
2019,2,33.98392868041992,-117.3439483642578,Joshua_Tree
2019,2,34.06433868408203,-117.29815673828124,Joshua_Tree
2019,2,34.002159118652344,-117.35166168212892,Joshua_Tree
2019,2,34.063720703125,-117.26802825927734,Joshua_Tree
2019,2,33.98305892944336,-117.34236145019533,Joshua_Tree
2019,2,34.06779861450195,-117.6020965576172,Joshua_Tree
2019,2,33.83760070800781,-116.50617218017578,Joshua_Tree
2019,2,33.60845947265625,-114.72740173339844,Joshua_Tree
2019,2,34.07149887084961,-117.61409759521484,Joshua_Tree
2019,2,33.99610900878906,-117.3637466430664,Joshua_Tree
2019,2,33.747581481933594,-116.95417785644533,Joshua_Tree
2019,2,33.93539047241211,-117.40444183349608,Joshua_Tree
2019,2,33.88185119628906,-117.58297729492188,Joshua_Tree
2019,2,33.80990982055664,-117.23644256591795,Joshua_Tree
2019,2,34.06745147705078,-117.53533935546876,Joshua_Tree
2019,2,33.974700927734375,-117.04508209228516,Joshua_Tree
2019,2,34.12443923950195,-116.41114044189452,Joshua_Tree
2019,2,34.06196975708008,-117.1811294555664,Joshua_Tree
2019,2,33.926780700683594,-116.94670104980467,Joshua_Tree
2019,2,33.71073913574219,-115.39974212646484,Joshua_Tree
2019,2,33.94086837768555,-117.26049041748048,Joshua_Tree
2019,2,33.83462142944336,-116.433837890625,Joshua_Tree
2019,2,34.066688537597656,-117.22965240478516,Joshua_Tree
2019,2,33.74755859375,-116.99784088134766,Joshua_Tree
2019,2,34.22589874267578,-117.29522705078124,Joshua_Tree
2019,2,33.9273796081543,-116.96881103515624,Joshua_Tree
2019,2,33.924278259277344,-116.73890686035156,Joshua_Tree
2019,2,33.58890151977539,-117.12793731689452,Joshua_Tree
2019,2,33.9367790222168,-117.03871154785156,Joshua_Tree
2019,2,34.012088775634766,-117.43299865722656,Joshua_Tree
2019,2,34.00505828857422,-117.39022827148438,Joshua_Tree
2019,2,33.882999420166016,-117.64350128173828,Joshua_Tree
2019,2,33.939048767089844,-117.15064239501952,Joshua_Tree
2019,2,34.06644058227539,-117.24520874023438,Joshua_Tree
2019,2,34.07099914550781,-116.26439666748048,Joshua_Tree
2019,2,34.02798843383789,-117.12547302246094,Joshua_Tree
2019,2,34.06398010253906,-117.28855895996094,Joshua_Tree
2019,2,34.00947189331055,-117.42668151855467,Joshua_Tree
2019,2,33.996700286865234,-117.36292266845705,Joshua_Tree
2019,2,33.94147872924805,-117.24375152587892,Joshua_Tree
2019,2,34.067169189453125,-117.53781127929688,Joshua_Tree
2019,2,33.747581481933594,-116.97830963134766,Joshua_Tree
2019,2,33.751129150390625,-116.95877075195312,Joshua_Tree
2019,2,33.659271240234375,-116.39945220947266,Joshua_Tree
2019,2,33.75328826904297,-117.27477264404295,Joshua_Tree
2019,3,33.944671630859375,-117.00308227539062,Joshua_Tree
2019,3,33.89527130126953,-117.49868774414062,Joshua_Tree
2019,3,33.93817901611328,-117.097412109375,Joshua_Tree
2019,3,34.44390869140625,-116.88445281982422,Joshua_Tree
2019,3,34.00947189331055,-117.42668151855467,Joshua_Tree
2019,3,34.077510833740234,-117.62339019775392,Joshua_Tree
2019,3,34.13570022583008,-116.05506896972656,Joshua_Tree
2019,3,33.65140151977539,-117.3953094482422,Joshua_Tree
2019,3,34.068809509277344,-117.60530090332033,Joshua_Tree
2019,3,34.03995895385742,-117.15454864501952,Joshua_Tree
2019,3,33.89323043823242,-117.50301361083984,Joshua_Tree
2019,3,34.07447814941406,-117.61817169189452,Joshua_Tree
2019,3,34.02254104614258,-117.55256652832033,Joshua_Tree
2019,3,34.06890106201172,-117.3681411743164,Joshua_Tree
2019,3,33.915870666503906,-116.61269378662108,Joshua_Tree
2019,3,34.012451171875,-117.43737030029295,Joshua_Tree
2019,3,33.60620880126953,-114.93580627441406,Joshua_Tree
2019,3,33.94327163696289,-117.08258056640624,Joshua_Tree
2019,3,33.918521881103516,-116.77423858642578,Joshua_Tree
2019,3,33.897701263427734,-117.47859191894533,Joshua_Tree
2019,3,33.97652053833008,-117.37188720703124,Joshua_Tree
2019,3,34.23550033569336,-117.02751922607422,Joshua_Tree
2019,3,33.8820915222168,-117.62226104736328,Joshua_Tree
2019,3,33.96561813354492,-117.3265380859375,Joshua_Tree
2019,3,34.003299713134766,-117.38143920898438,Joshua_Tree
2019,3,33.91857147216797,-116.79331970214844,Joshua_Tree
2019,3,33.82368850708008,-117.2416534423828,Joshua_Tree
2019,3,34.03361129760742,-117.13957214355467,Joshua_Tree
2019,3,33.99515151977539,-117.35610198974608,Joshua_Tree
2019,3,33.808631896972656,-116.49285125732422,Joshua_Tree
2019,3,33.74293899536133,-117.13641357421876,Joshua_Tree
2019,3,33.946170806884766,-117.3896484375,Joshua_Tree
2019,3,34.12588882446289,-116.40617370605467,Joshua_Tree
2019,3,34.06772994995117,-117.40438842773438,Joshua_Tree
2019,3,33.743919372558594,-117.04090881347656,Joshua_Tree
2019,3,34.067710876464844,-117.43691253662108,Joshua_Tree
2019,3,34.01190948486328,-117.0718994140625,Joshua_Tree
2019,3,33.84186935424805,-117.2498779296875,Joshua_Tree
2019,3,33.88175964355469,-117.62091064453124,Joshua_Tree
2019,3,33.87699890136719,-117.65966033935548,Joshua_Tree
2019,3,33.940208435058594,-117.26142120361328,Joshua_Tree
2019,3,34.15031814575195,-116.97586822509766,Joshua_Tree
2019,3,33.96310043334961,-117.32337951660156,Joshua_Tree
2019,3,33.888858795166016,-117.51220703125,Joshua_Tree
2019,3,33.941261291503906,-117.23713684082033,Joshua_Tree
2019,3,33.9611701965332,-117.31871032714844,Joshua_Tree
2019,3,33.939430236816406,-117.14811706542967,Joshua_Tree
2019,3,33.74755859375,-116.99784088134766,Joshua_Tree
2019,3,33.93775939941406,-117.12389373779295,Joshua_Tree
2019,3,33.91640853881836,-117.43881988525392,Joshua_Tree
2019,3,33.74755859375,-116.98046875,Joshua_Tree
2019,3,34.22306823730469,-117.04257965087892,Joshua_Tree
2019,3,34.064788818359375,-117.260498046875,Joshua_Tree
2019,3,34.0672607421875,-117.42156219482422,Joshua_Tree
2019,3,34.06486129760742,-117.25795745849608,Joshua_Tree
2019,3,34.0684700012207,-117.37799072265624,Joshua_Tree
2019,3,33.9311408996582,-117.28880310058594,Joshua_Tree
2019,3,33.74753952026367,-116.98918151855467,Joshua_Tree
2019,3,33.9334602355957,-117.00952911376952,Joshua_Tree
2019,3,34.01924133300781,-117.49382019042967,Joshua_Tree
2019,3,34.004638671875,-117.40057373046876,Joshua_Tree
2019,3,33.899658203125,-116.98687744140624,Joshua_Tree
2019,3,33.924888610839844,-114.53745269775392,Joshua_Tree
2019,3,33.9292106628418,-117.41655731201172,Joshua_Tree
2019,3,33.96847915649414,-117.37660217285156,Joshua_Tree
2019,3,33.92924118041992,-117.41631317138672,Joshua_Tree
2019,3,33.99597930908203,-117.35585021972656,Joshua_Tree
2019,3,34.085289001464844,-117.65502166748048,Joshua_Tree
2019,3,33.992591857910156,-117.35765838623048,Joshua_Tree
2019,3,33.844810485839844,-116.54562377929688,Joshua_Tree
2019,3,33.92319107055664,-116.7278289794922,Joshua_Tree
2019,3,34.02330017089844,-117.55709838867188,Joshua_Tree
2019,3,34.06740188598633,-117.5693588256836,Joshua_Tree
2019,3,34.0543098449707,-117.16317749023438,Joshua_Tree
2019,3,33.74755859375,-116.99784088134766,Joshua_Tree
2019,3,33.897499084472656,-117.49037170410156,Joshua_Tree
2019,3,33.9669303894043,-117.32720184326172,Joshua_Tree
2019,3,33.8911018371582,-117.50740051269533,Joshua_Tree
2019,3,33.74760055541992,-116.97286224365234,Joshua_Tree
2019,3,34.066558837890625,-117.46669769287108,Joshua_Tree
2019,3,34.765621185302734,-117.0115203857422,Joshua_Tree
2019,3,33.97494125366211,-117.3344497680664,Joshua_Tree
2019,3,34.00714111328125,-117.06688690185548,Joshua_Tree
2019,3,34.08720016479492,-117.6776885986328,Joshua_Tree
2019,3,34.08164978027344,-117.7041015625,Joshua_Tree
2019,3,33.903289794921875,-117.4630126953125,Joshua_Tree
2019,3,33.9746208190918,-117.33439636230467,Joshua_Tree
2019,3,33.68497848510742,-117.16959381103516,Joshua_Tree
2019,3,34.02790832519531,-117.12555694580078,Joshua_Tree
2019,3,34.1351203918457,-116.11907958984376,Joshua_Tree
2019,3,34.261268615722656,-116.82858276367188,Joshua_Tree
2019,3,34.041439056396484,-116.58651733398438,Joshua_Tree
2019,3,33.92448043823242,-117.28862762451172,Joshua_Tree
2019,3,33.94078826904297,-117.26558685302734,Joshua_Tree
2019,3,33.92966842651367,-117.28868865966795,Joshua_Tree
2019,3,33.5673713684082,-117.18081665039062,Joshua_Tree
2019,3,34.005409240722656,-117.3493881225586,Joshua_Tree
2019,3,33.97964096069336,-117.33895874023438,Joshua_Tree
2019,3,33.8814811706543,-117.61910247802734,Joshua_Tree
2019,3,34.03573989868164,-117.14714050292967,Joshua_Tree
2019,3,34.25014877319336,-117.01719665527344,Joshua_Tree
2019,3,34.06631851196289,-117.32643127441406,Joshua_Tree
2019,3,33.93877029418945,-117.0966567993164,Joshua_Tree
2019,3,33.91579818725586,-117.4406967163086,Joshua_Tree
2019,3,33.90568923950195,-117.45807647705078,Joshua_Tree
2019,3,33.88056182861328,-117.61380004882812,Joshua_Tree
2019,3,33.90583038330078,-117.45777893066406,Joshua_Tree
2019,3,33.740360260009766,-116.23361206054688,Joshua_Tree
2019,3,33.74753952026367,-116.98918151855467,Joshua_Tree
2019,3,33.75748062133789,-117.18913269042967,Joshua_Tree
2019,3,33.6065788269043,-114.65332794189452,Joshua_Tree
2019,3,33.925880432128906,-116.92595672607422,Joshua_Tree
2019,3,34.18104934692383,-116.71469116210938,Joshua_Tree
2019,3,34.22956848144531,-117.30106353759766,Joshua_Tree
2019,3,33.56953811645508,-116.07855224609376,Joshua_Tree
2019,3,33.98611831665039,-114.49698638916016,Joshua_Tree
2019,3,33.92232894897461,-116.70278930664062,Joshua_Tree
2019,3,33.56079864501953,-117.138671875,Joshua_Tree
2019,3,33.88444900512695,-117.629150390625,Joshua_Tree
2019,3,33.635929107666016,-117.424072265625,Joshua_Tree
2019,3,34.06835174560547,-117.24369049072266,Joshua_Tree
2019,3,33.904300689697266,-117.2780990600586,Joshua_Tree
2019,3,34.0654182434082,-117.49771118164062,Joshua_Tree
2019,3,33.96371078491211,-117.3251495361328,Joshua_Tree
2019,3,33.82881164550781,-116.42330932617188,Joshua_Tree
2019,3,34.10670852661133,-116.48622131347656,Joshua_Tree
2019,3,33.94308090209961,-117.3930206298828,Joshua_Tree
2019,3,33.913909912109375,-116.66768646240234,Joshua_Tree
2019,3,33.987709045410156,-117.36305236816406,Joshua_Tree
2019,3,34.1355094909668,-116.0969467163086,Joshua_Tree
2019,3,33.97378158569336,-117.37290954589844,Joshua_Tree
2019,3,34.24951934814453,-117.0172119140625,Joshua_Tree
2019,3,33.93859100341797,-117.19180297851562,Joshua_Tree
2019,3,33.9221305847168,-116.6638412475586,Joshua_Tree
2019,3,33.5760383605957,-117.1347198486328,Joshua_Tree
2019,3,33.990501403808594,-117.35160064697266,Joshua_Tree
2019,3,33.92169952392578,-116.9771728515625,Joshua_Tree
2019,3,33.644508361816406,-117.17134857177734,Joshua_Tree
2019,3,33.79507827758789,-116.37013244628906,Joshua_Tree
2019,3,33.923160552978516,-116.68608856201172,Joshua_Tree
2019,3,34.13507843017578,-116.31690216064452,Joshua_Tree
2019,3,34.087181091308594,-117.67910003662108,Joshua_Tree
2019,3,34.0873908996582,-117.65897369384766,Joshua_Tree
2019,3,34.08700180053711,-117.66000366210938,Joshua_Tree
2019,3,34.000701904296875,-117.06340789794922,Joshua_Tree
2019,3,33.73426818847656,-116.2114715576172,Joshua_Tree
2019,3,33.57732009887695,-117.18092346191406,Joshua_Tree
2019,3,34.001739501953125,-117.3775634765625,Joshua_Tree
2019,3,33.887508392333984,-117.514892578125,Joshua_Tree
2019,3,33.652130126953125,-117.4089126586914,Joshua_Tree
2019,3,33.740169525146484,-117.06752014160156,Joshua_Tree
2019,3,33.71031188964844,-115.37908935546876,Joshua_Tree
2019,3,34.066680908203125,-117.23713684082033,Joshua_Tree
2019,3,33.88819885253906,-116.98989868164062,Joshua_Tree
2019,3,33.884178161621094,-117.63063049316406,Joshua_Tree
2019,3,33.726131439208984,-116.20291137695312,Joshua_Tree
2019,3,33.683998107910156,-116.01944732666016,Joshua_Tree
2019,3,33.56666946411133,-116.53025817871094,Joshua_Tree
2019,3,33.90985870361328,-117.28182983398438,Joshua_Tree
2019,3,33.972389221191406,-117.33181762695312,Joshua_Tree
2019,3,33.94382858276367,-117.28749847412108,Joshua_Tree
2019,3,33.55632019042969,-117.17913818359376,Joshua_Tree
2019,3,34.06563186645508,-117.32157135009766,Joshua_Tree
2019,3,33.94139099121094,-117.27218627929688,Joshua_Tree
2019,3,34.0642204284668,-117.29591369628906,Joshua_Tree
2019,3,34.06705856323242,-117.43808746337892,Joshua_Tree
2019,3,34.203880310058594,-117.09822845458984,Joshua_Tree
2019,3,34.26110076904297,-116.84896087646484,Joshua_Tree
2019,3,33.60805892944336,-114.57089233398438,Joshua_Tree
2019,3,34.0817985534668,-117.69930267333984,Joshua_Tree
2019,3,33.930809020996094,-117.2890625,Joshua_Tree
2019,3,33.88037109375,-117.57106018066406,Joshua_Tree
2019,3,33.89765167236328,-116.98764801025392,Joshua_Tree
2019,3,33.85309982299805,-117.00824737548828,Joshua_Tree
2019,3,33.88071060180664,-116.50598907470705,Joshua_Tree
2019,3,33.794498443603516,-116.36900329589844,Joshua_Tree
2019,3,33.84400177001953,-116.54499816894533,Joshua_Tree
2019,3,34.06740188598633,-117.5836181640625,Joshua_Tree
2019,3,33.812110900878906,-117.23783111572266,Joshua_Tree
2019,3,33.96112060546875,-117.31851196289062,Joshua_Tree
2019,3,33.95100021362305,-117.38556671142578,Joshua_Tree
2019,3,33.90420913696289,-116.54467010498048,Joshua_Tree
2019,3,33.879669189453125,-117.60575103759766,Joshua_Tree
2019,3,33.74784851074219,-116.26651000976562,Joshua_Tree
2019,3,33.990699768066406,-117.35910034179688,Joshua_Tree
2019,3,33.72893142700195,-117.07640075683594,Joshua_Tree
2019,3,33.808631896972656,-116.49285125732422,Joshua_Tree
2019,3,34.33879852294922,-116.83950042724608,Joshua_Tree
2019,3,33.950111389160156,-117.38583374023438,Joshua_Tree
2019,3,33.60948944091797,-114.72377777099608,Joshua_Tree
2019,3,34.067161560058594,-117.4416275024414,Joshua_Tree
2019,3,34.018798828125,-117.51265716552734,Joshua_Tree
2019,3,33.747581481933594,-116.94548797607422,Joshua_Tree
2019,3,33.71445083618164,-117.30531311035156,Joshua_Tree
2019,3,33.79343032836914,-116.36731719970705,Joshua_Tree
2019,3,34.03852081298828,-117.1533203125,Joshua_Tree
2019,3,33.47024917602539,-116.95256042480467,Joshua_Tree
2019,3,33.92441940307617,-116.86515045166016,Joshua_Tree
2019,3,34.06760025024414,-117.55390167236328,Joshua_Tree
2019,3,34.08723068237305,-117.6605987548828,Joshua_Tree
2019,3,34.02756118774414,-117.12227630615234,Joshua_Tree
2019,3,34.063961029052734,-117.29522705078124,Joshua_Tree
2019,3,34.06793975830078,-117.40605926513672,Joshua_Tree
2019,3,34.03450012207031,-117.14289093017578,Joshua_Tree
2019,3,34.079898834228516,-116.53632354736328,Joshua_Tree
2019,3,33.808631896972656,-116.49285125732422,Joshua_Tree
2019,3,33.86983871459961,-117.67079925537108,Joshua_Tree
2019,3,34.08620071411133,-117.63839721679688,Joshua_Tree
2019,3,34.067501068115234,-117.58869934082033,Joshua_Tree
2019,3,33.915428161621094,-117.44078063964844,Joshua_Tree
2019,3,33.74224090576172,-117.1897201538086,Joshua_Tree
2019,3,33.881290435791016,-117.57805633544922,Joshua_Tree
2019,3,34.07836151123047,-117.04900360107422,Joshua_Tree
2019,3,33.93703079223633,-117.40232849121094,Joshua_Tree
2019,3,34.06610107421875,-117.45379638671876,Joshua_Tree
2019,3,33.88127136230469,-117.59760284423828,Joshua_Tree
2019,3,34.064029693603516,-117.2698974609375,Joshua_Tree
2019,3,33.95940017700195,-117.37809753417967,Joshua_Tree
2019,3,34.23801040649414,-117.29135131835938,Joshua_Tree
2019,3,34.06496810913086,-117.31362915039062,Joshua_Tree
2019,3,34.06760025024414,-117.56459045410156,Joshua_Tree
2019,3,33.983680725097656,-117.3663330078125,Joshua_Tree
2019,3,33.88397979736328,-117.52456665039062,Joshua_Tree
2019,3,33.559608459472656,-117.13907623291016,Joshua_Tree
2019,3,34.0306396484375,-117.13253021240234,Joshua_Tree
2019,3,33.945491790771484,-117.00353240966795,Joshua_Tree
2019,3,33.697120666503906,-116.1733169555664,Joshua_Tree
2019,3,34.018341064453125,-117.53681182861328,Joshua_Tree
2019,3,33.9716682434082,-117.3311004638672,Joshua_Tree
2019,3,33.93080139160156,-116.83319854736328,Joshua_Tree
2019,3,34.03688049316406,-117.14958953857422,Joshua_Tree
2019,3,33.921119689941406,-116.75138092041016,Joshua_Tree
2019,3,34.21649932861328,-117.12799835205078,Joshua_Tree
2019,3,34.07061004638672,-117.61077880859376,Joshua_Tree
2019,3,34.068199157714844,-117.39145660400392,Joshua_Tree
2019,3,33.89189910888672,-117.50650024414062,Joshua_Tree
2019,3,33.88050842285156,-117.61042785644533,Joshua_Tree
2019,3,33.80649948120117,-116.38870239257812,Joshua_Tree
2019,3,34.074249267578125,-117.61795806884766,Joshua_Tree
2019,3,33.98223876953125,-117.34329223632812,Joshua_Tree
2019,3,33.56703186035156,-116.09303283691406,Joshua_Tree
2019,3,33.791099548339844,-116.3634033203125,Joshua_Tree
2019,3,34.06732940673828,-117.56558227539062,Joshua_Tree
2019,3,33.990970611572266,-117.35845947265624,Joshua_Tree
2019,3,33.76580047607422,-117.18985748291016,Joshua_Tree
2019,3,34.01234817504883,-117.07244110107422,Joshua_Tree
2019,3,33.94429016113281,-117.28842163085938,Joshua_Tree
2019,3,33.94837188720703,-117.30136871337892,Joshua_Tree
2019,3,33.980281829833984,-117.36974334716795,Joshua_Tree
2019,3,34.03573989868164,-117.14691162109376,Joshua_Tree
2019,3,33.89188003540039,-117.50575256347656,Joshua_Tree
2019,3,33.90193176269531,-117.46637725830078,Joshua_Tree
2019,3,33.89244842529297,-117.50472259521484,Joshua_Tree
2019,3,33.99013900756836,-117.35923004150392,Joshua_Tree
2019,3,34.01150894165039,-117.43473815917967,Joshua_Tree
2019,3,33.70613098144531,-117.08477020263672,Joshua_Tree
2019,3,33.908241271972656,-117.4533233642578,Joshua_Tree
2019,3,34.06488037109375,-117.29399871826172,Joshua_Tree
2019,3,34.066368103027344,-117.2535400390625,Joshua_Tree
2019,3,34.068458557128906,-117.3427963256836,Joshua_Tree
2019,3,34.08721923828125,-117.6508331298828,Joshua_Tree
2019,3,34.06673049926758,-117.22297668457033,Joshua_Tree
2019,3,34.08409118652344,-117.6929168701172,Joshua_Tree
2019,3,33.55506896972656,-116.6479034423828,Joshua_Tree
2019,3,33.9723014831543,-117.04010009765624,Joshua_Tree
2019,3,33.8059196472168,-116.38826751708984,Joshua_Tree
2019,3,34.07014846801758,-117.13770294189452,Joshua_Tree
2019,3,34.00844955444336,-117.42281341552734,Joshua_Tree
2019,3,33.901920318603516,-117.46610260009766,Joshua_Tree
2019,3,33.609920501708984,-114.99748229980467,Joshua_Tree
2019,3,33.88093185424805,-117.57462310791016,Joshua_Tree
2019,3,34.06681823730469,-117.23747253417967,Joshua_Tree
2019,3,34.23834991455078,-116.80680847167967,Joshua_Tree
2019,3,33.89020919799805,-115.24996185302734,Joshua_Tree
2019,3,33.940650939941406,-117.26441192626952,Joshua_Tree
2019,3,33.92972946166992,-116.9847412109375,Joshua_Tree
2019,3,34.065521240234375,-117.50462341308594,Joshua_Tree
2019,3,33.66518020629883,-115.88623809814452,Joshua_Tree
2019,3,33.626930236816406,-117.42606353759766,Joshua_Tree
2019,3,33.844940185546875,-116.52163696289062,Joshua_Tree
2019,3,34.06398010253906,-117.27174377441406,Joshua_Tree
2019,3,34.066368103027344,-117.3271026611328,Joshua_Tree
2019,3,34.26205825805664,-116.82333374023438,Joshua_Tree
2019,3,33.82389831542969,-116.4157485961914,Joshua_Tree
2019,3,34.231998443603516,-117.29300689697266,Joshua_Tree
2019,3,33.6091194152832,-114.76164245605467,Joshua_Tree
2019,3,34.06732940673828,-117.58074951171876,Joshua_Tree
2019,3,34.067691802978516,-117.58690643310548,Joshua_Tree
2019,3,34.065269470214844,-117.30393981933594,Joshua_Tree
2019,3,33.92729187011719,-116.97205352783205,Joshua_Tree
2019,3,33.7477912902832,-116.89119720458984,Joshua_Tree
2019,3,34.06740188598633,-117.52313995361328,Joshua_Tree
2019,3,33.7512092590332,-116.27597808837892,Joshua_Tree
2019,3,33.610511779785156,-117.43370056152344,Joshua_Tree
2019,3,33.67621994018555,-114.57203674316406,Joshua_Tree
