Region,Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
,PINN,Pinnacles,Mammal,1,Artiodactyla,Bovidae,86816,183838.0,Active,Bos taurus,"aurochs, Aurochs, domestic cattle (feral), domesticated cattle",,Accepted,No,Approved,Present,,Non-native,,Occasional,Management Priority; Resident,,,,,,,,,,G5,
,PINN,Pinnacles,Mammal,1,Artiodactyla,Bovidae,95065,180715.0,Active,Capra hircus,"domestic goat, Goat, goat (feral)",,Accepted,No,Approved,Present,,Non-native,,Occasional,Management Priority,,,2.0,1.0,,,,,,GNA,CA: SNA
,PINN,Pinnacles,Mammal,1,Artiodactyla,Cervidae,95045,180698.0,Active,Odocoileus hemionus,"black-tailed deer, mule deer",,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,2.0,,,,50,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Artiodactyla,Suidae,95073,180722.0,Active,Sus scrofa,"wild boar, pig, hog",,Accepted,No,Approved,Present,,Non-native,,Abundant,Management Priority; Breeder,,,2.0,,,,,,,G5,
,PINN,Pinnacles,Mammal,1,Carnivora,Canidae,93340,180599.0,Active,Canis latrans,Coyote,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,2.0,,,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Carnivora,Canidae,93352,180609.0,Active,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Carnivora,Felidae,93329,180589.0,Active,Felis silvestris,"Caucasian wildcat, European wildcat, Wildcat",,Accepted,No,Approved,Present,,Non-native,,Occasional,,,,,,,,,,,,
,PINN,Pinnacles,Mammal,1,Carnivora,Felidae,93322,180582.0,Active,Lynx rufus,Bobcat,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2.0,,,,RT,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Carnivora,Felidae,260571,552479.0,Active,Puma concolor,"cougar, puma, mountain lion,",Felis concolor,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,2.0,2.0,,,,CA: SC,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Carnivora,Mephitidae,93300,180562.0,Active,Mephitis mephitis,Striped Skunk,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Carnivora,Mustelidae,93293,180556.0,Active,Mustela frenata,Long-tailed Weasel,,Accepted,No,Approved,Present,,Native,,Rare,Resident,,,2.0,,,,,,,,
,PINN,Pinnacles,Mammal,1,Carnivora,Mustelidae,93303,180565.0,Active,Taxidea taxus,North American Badger,,Accepted,No,Approved,Present,,Native,,Rare,Resident,,,2.0,,,,SC,CA: SSC,,G5,CA: S3
,PINN,Pinnacles,Mammal,1,Carnivora,Procyonidae,93316,180577.0,Active,Bassariscus astutus,"cacomistle, Ring-tail",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,2.0,,,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Carnivora,Procyonidae,93314,180575.0,Active,Procyon lotor,"common raccoon, Northern Raccoon, Raccoon",,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Chiroptera,Molossidae,89602,180080.0,Active,Eumops perotis,"Greater Bonneted Bat, Western Bonneted Bat, Western Mastiff-bat",,Accepted,No,Approved,Present,,Native,,Common,Management Priority; Breeder,,,3.0,,,,,,,G4G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Chiroptera,Molossidae,89607,180085.0,Active,Nyctinomops femorosaccus,Pocketed Free-tailed Bat,,Accepted,No,Approved,Probably Present,,Native,,,,,,1.0,,,,SC,CA: SSC,,G5,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Molossidae,89608,180086.0,Active,Nyctinomops macrotis,Big Free-tailed Bat,,Accepted,No,Approved,Probably Present,,Native,,,,,,1.0,,,,SC,CA: SSC,,G5,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Molossidae,89610,180088.0,Active,Tadarida brasiliensis,"Brazilian Free-tailed Bat, Mexican Free-tailed Bat",,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88728,180006.0,Active,Antrozous pallidus,Pallid Bat,,Accepted,No,Approved,Present,,Native,,Common,Management Priority,,,2.0,,,,SC,CA: SSC,,G4,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,115231,203452.0,Active,Corynorhinus townsendii,Townsends' Big-eared Bat,"Corynorhinus townsendii townsendii, Plecotus townsendii townsendii",Accepted,No,Approved,Present,,Native,,Common,Management Priority; Breeder,,,3.0,,2.0,,,CA: SSC,,G4,CA: S2
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88730,180008.0,Active,Eptesicus fuscus,Big Brown Bat,Eptesicus fuscus bernardinus,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,3.0,,1.0,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88733,180010.0,Active,Euderma maculatum,"Pinto Bat, Spotted Bat",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1.0,,,,SC,CA: SSC,,G4,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88737,180014.0,Active,Lasionycteris noctivagans,"Black Bat, Silver-black Bat, Silver-haired Bat",,Accepted,No,Approved,Probably Present,,Native,,,,,,2.0,,,,SC,,,G3G4,CA: S3S4
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,260642,552512.0,Active,Lasiurus blossevillii,"Red Bat, Southern Red Bat, Western Red Bat",,Accepted,No,Approved,Present,,Native,,Uncommon,Management Priority,,,1.0,,,,,CA: SSC,,G4,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88739,180016.0,Active,Lasiurus borealis,"Eastern Red Bat, red bat",,Accepted,No,Approved,Probably Present,,Native,,,,,,1.0,,1.0,,,,,G3G4,
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88740,180017.0,Active,Lasiurus cinereus,"Hoary Bat, Northern Hoary Bat",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2.0,,,,SU,,,G3G4,CA: S4
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88710,179991.0,Active,Myotis californicus,"California Myotis, Californian Myotis",,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3.0,,1.0,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88713,179994.0,Active,Myotis ciliolabrum,"Small-footed Myotis, western small-footed bat, Western Small-footed Myotis",,Accepted,No,Approved,Present,,Native,,Common,Management Priority; Resident,,,2.0,,,,,,,G5,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88714,179995.0,Active,Myotis evotis,"Long-eared Myotis, Western Long-eared Bat",,Accepted,No,Approved,Present,,Native,,Common,Management Priority; Resident,,,2.0,,,,SC,,,G5,"CA: S3,SNR"
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88718,179999.0,Active,Myotis leibii,"Eastern Small-footed Bat, Eastern Small-footed Myotis, Small-footed Myotis",,Accepted,No,Approved,Probably Present,,Native,,,,,,1.0,,,,,,,G4,
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88706,179988.0,Active,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",,Accepted,No,Approved,Probably Present,,Native,,,,,,2.0,,,,UR,,,G3G4,CA: SNR
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88724,180002.0,Active,Myotis thysanodes,Fringed Myotis,,Accepted,No,Approved,Present,,Native,,Common,Management Priority; Resident,,,2.0,,,,SC,,,G4,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88709,179990.0,Active,Myotis volans,Long-legged Myotis,,Accepted,No,Approved,Present,,Native,,Common,Management Priority; Breeder,,,2.0,,,,SC,,,G4G5,CA: S3
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88726,180004.0,Active,Myotis yumanensis,Yuma Myotis,,Accepted,No,Approved,Present,,Native,,Abundant,Resident,,,3.0,,,,SC,,,G5,CA: S4
,PINN,Pinnacles,Mammal,1,Chiroptera,Vespertilionidae,88748,180024.0,Active,Pipistrellus hesperus,Western Pipistrelle,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,3.0,,,,SC,,,,
,PINN,Pinnacles,Mammal,1,Didelphimorphia,Didelphidae,88114,179921.0,Active,Didelphis virginiana,Virginia Opossum,,Accepted,No,Approved,Present,,Non-native,,Uncommon,Breeder,,,2.0,,,,,,,G5,CA: SNA
,PINN,Pinnacles,Mammal,1,Eulipotyphla,Soricidae,88667,179952.0,Active,Sorex ornatus,"Ornate Shrew, Suisun shrew",,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Eulipotyphla,Soricidae,88671,179956.0,Active,Sorex trowbridgii,Trowbridge's Shrew,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Eulipotyphla,Talpidae,88699,179981.0,Active,Scapanus latimanus,Broad-footed Mole,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Lagomorpha,Leporidae,89641,180115.0,Active,Lepus californicus,"Black-tailed Jack Rabbit, Black-tailed Jackrabbit, California Jackrabbit, Gray-sided Jackrabbit, Great Plains Jackrabbit, Jackass-hare, Narrow-gauge Mule, Texan Hare, Texas Jack",,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Lagomorpha,Leporidae,89649,180122.0,Active,Sylvilagus audubonii,"Audubon's cottontail, Desert cottontail",,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Lagomorpha,Leporidae,89650,180123.0,Active,Sylvilagus bachmani,"Brush Rabbit, Riparian Brush Rabbit",,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2.0,,,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,91695,180305.0,Active,Microtus californicus,"Amargosa Vole, California Vole",,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,4.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,91770,180373.0,Active,Neotoma fuscipes,Dusky-footed Woodrat,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,5.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,91771,180374.0,Active,Neotoma lepida,Desert Woodrat,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,4.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,90750,180282.0,Active,Peromyscus boylii,"Brush Deermouse, Brush Mouse",,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,5.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,90751,180283.0,Active,Peromyscus californicus,"California Deermouse, California Mouse",,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,6.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,90743,180276.0,Active,Peromyscus maniculatus,Prairie deer mouse,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,5.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,90760,180291.0,Active,Peromyscus truei,pinyon mouse,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,6.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Cricetidae,91737,180343.0,Active,Reithrodontomys megalotis,Western Harvest Mouse,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,5.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Geomyidae,90684,180222.0,Active,Thomomys bottae,Valley Pocket Gopher,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,1.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Heteromyidae,260597,552491.0,Active,Chaetodipus californicus,California Pocket Mouse,Perognathus californicus,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,6.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Heteromyidae,90701,180238.0,Active,Dipodomys elephantinus,Elephant-eared Kangaroo Rat,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,7.0,,1.0,,RT,,,,
,PINN,Pinnacles,Mammal,1,Rodentia,Heteromyidae,90702,180239.0,Active,Dipodomys heermanni,Heermann's Kangaroo Rat,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,4.0,,,,,,,G4,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Heteromyidae,90712,180248.0,Active,Dipodomys venustus,Narrow-faced Kangaroo Rat,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,4.0,,,,,,,G4,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Muridae,91762,180366.0,Active,Mus musculus,House Mouse,,Accepted,No,Approved,Present,,Non-native,,Uncommon,Breeder,,,2.0,,1.0,,,,,G5,CA: SNA
,PINN,Pinnacles,Mammal,1,Rodentia,Sciuridae,90639,180182.0,Active,Ammospermophilus nelsoni,"Nelson's antelope ground squirrel, Nelson's Antelope Squirrel, San Joaquin antelope ground squirrel, San Joaquin antelope squirrel",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1.0,,,,SC,CA: ST,,G2G3,CA: S3
,PINN,Pinnacles,Mammal,1,Rodentia,Sciuridae,89708,180176.0,Active,Sciurus griseus,Western Gray Squirrel,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1.0,,,,RT,,,G5,CA: SNR
,PINN,Pinnacles,Mammal,1,Rodentia,Sciuridae,89677,180148.0,Active,Spermophilus beecheyi,"Beechey Ground Squirrel, California Ground Squirrel",Citellus beecheyi,Accepted,No,Approved,Present,,Native,,Abundant,Management Priority; Breeder,,,5.0,,2.0,,,,,,
,PINN,Pinnacles,Mammal,1,Rodentia,Sciuridae,90652,180194.0,Active,Tamias merriami,Merriam's Chipmunk,Eutamias merriami,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2.0,,1.0,,,,,,
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79517,175309.0,Active,Accipiter cooperii,Cooper's Hawk,,Accepted,No,Approved,Present,,Native,,Common,Exploitation Concern; Breeder,,,4.0,,,,SC,CA: WL,,G5,CA: S4
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79508,175300.0,Active,Accipiter gentilis,northern goshawk,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1.0,,,,RT,"CA: S,SSC",,,
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79512,175304.0,Active,Accipiter striatus,Sharp-shinned Hawk,,Accepted,No,Approved,Present,,Native,,Uncommon,Exploitation Concern; Breeder,,,3.0,,,,SC,CA: WL,,G5,CA: S4
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,80429,175407.0,Active,Aquila chrysaetos,Golden Eagle,,Accepted,No,Approved,Present,,Native,,Common,"Exploitation Concern, Management Priority; Breeder",,,2.0,,1.0,,SC,"CA: FP,S,WL",,G5,CA: S3
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79563,175350.0,Active,Buteo jamaicensis,Red-tailed Hawk,,Accepted,No,Approved,Present,,Native,,Common,Exploitation Concern; Breeder,,,3.0,,,,50,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,80391,175373.0,Active,Buteo lagopus,rough-legged hawk,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,,,,,SC,,,G5,CA: SNRN
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79572,175359.0,Active,Buteo lineatus,Red-shouldered Hawk,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,1.0,,,,SC,,,G5,CA: SNRB
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79579,175365.0,Active,Buteo platypterus,Broad-winged Hawk,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1.0,,,,,,,G5,CA: SNA
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,80395,175377.0,Active,Buteo regalis,Ferruginous Hawk,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1.0,,,,RT,CA: WL,,G4,CA: S3S4
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79581,175367.0,Active,Buteo swainsoni,Swainson's Hawk,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,2.0,,,,SC,CA: ST,,G5,CA: S4
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,80455,175430.0,Active,Circus cyaneus,Northern Harrier,,Accepted,No,Approved,Present,,Native,,Rare,,,,2.0,,,,SC,,,,
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,79487,175282.0,Active,Elanus leucurus,White-tailed Kite,Elanus caeruleus,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2.0,1.0,,,SC,CA: FP,,G5,CA: S3S4
,PINN,Pinnacles,Bird,2,Accipitriformes,Accipitridae,80444,175420.0,Active,Haliaeetus leucocephalus,Bald Eagle,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1.0,,,,DM,"CA: FP,S,SE",,G5,CA: S3
,PINN,Pinnacles,Bird,2,Accipitriformes,Cathartidae,79468,175265.0,Active,Cathartes aura,Turkey Vulture,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,2.0,,,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Accipitriformes,Cathartidae,79478,175274.0,Active,Gymnogyps californianus,California Condor,,Accepted,No,Approved,Present,,Native,,Common,"Exploitation Concern, Management Priority; Resident",,,2.0,,,,,"CA: FP,S,SE",,G1,CA: S2
,PINN,Pinnacles,Bird,2,Accipitriformes,Pandionidae,81838,175590.0,Active,Pandion haliaetus,"Osprey, Western Osprey",,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1.0,,,,SC,"CA: S,WL",,G5,CA: S4
,PINN,Pinnacles,Bird,2,Anseriformes,Anatidae,77770,175063.0,Active,Anas platyrhynchos,Mallard,,Accepted,No,Approved,Present,,Native,,Rare,Breeder,,,1.0,,,,SU,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Anseriformes,Anatidae,78575,175185.0,Active,Mergus merganser,common merganser,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,,,,,,,,G5,"CA: SNRB,SNRN"
,PINN,Pinnacles,Bird,2,Apodiformes,Apodidae,83060,178014.0,Active,Aeronautes saxatalis,White-throated Swift,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,3.0,,1.0,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Apodiformes,Apodidae,83039,177997.0,Active,Cypseloides niger,black swift,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,,,,,SC,CA: SSC,,G4,CA: S3
,PINN,Pinnacles,Bird,2,Apodiformes,Trochilidae,83885,178033.0,Active,Archilochus alexandri,Black-chinned Hummingbird,,Accepted,No,Approved,Present,,Native,,Occasional,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Apodiformes,Trochilidae,83888,178036.0,Active,Calypte anna,Anna's Hummingbird,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Apodiformes,Trochilidae,83887,178035.0,Active,Calypte costae,Costa's Hummingbird,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3.0,,,,SC,,,G5,CA: S4
,PINN,Pinnacles,Bird,2,Apodiformes,Trochilidae,83893,178040.0,Active,Selasphorus rufus,Rufous Hummingbird,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,2.0,,,,SC,,,G4,CA: S1S2
,PINN,Pinnacles,Bird,2,Apodiformes,Trochilidae,83894,178041.0,Active,Selasphorus sasin,Allen's Hummingbird,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3.0,,,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Apodiformes,Trochilidae,83901,178048.0,Active,Stellula calliope,calliope hummingbird,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,,,,,SC,,,,
,PINN,Pinnacles,Bird,2,Caprimulgiformes,Caprimulgidae,271703,555544.0,Active,Phalaenoptilus nuttallii,Common Poorwill,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3.0,,1.0,,SC,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Charadriiformes,Charadriidae,77646,176520.0,Active,Charadrius vociferus,Killdeer,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Charadriiformes,Scolopacidae,79222,176612.0,Active,Actitis macularia,Spotted Sandpiper,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1.0,,,,,,,,
,PINN,Pinnacles,Bird,2,Charadriiformes,Scolopacidae,79283,176668.0,Active,Calidris mauri,western sandpiper,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,,,,,,,,G5,CA: SNA
,PINN,Pinnacles,Bird,2,Charadriiformes,Scolopacidae,79270,176656.0,Active,Calidris minutilla,Least Sandpiper,,Accepted,No,Approved,Present,,Native,,Occasional,Vagrant,,,1.0,,,,,,,G5,CA: SNRN
,PINN,Pinnacles,Bird,2,Charadriiformes,Scolopacidae,80257,176700.0,Active,Gallinago gallinago,Common Snipe,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,1.0,,,,,,,,
,PINN,Pinnacles,Bird,2,Charadriiformes,Scolopacidae,79231,176620.0,Active,Tringa flavipes,Lesser Yellowlegs,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,1.0,,,,SC,,,G5,CA: SNA
,PINN,Pinnacles,Bird,2,Charadriiformes,Scolopacidae,79229,176619.0,Active,Tringa melanoleuca,Greater Yellowlegs,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,,,,,,,,G5,CA: SNRN
,PINN,Pinnacles,Bird,2,Columbiformes,Columbidae,82670,177065.0,Active,Columba fasciata,Band-tailed Pigeon,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2.0,,,,,,,,
,PINN,Pinnacles,Bird,2,Columbiformes,Columbidae,82677,177071.0,Active,Columba livia,Rock Dove,,Accepted,No,Approved,Present,,Non-native,,Common,Breeder,,,3.0,,,,,,,G5,CA: SNA
,PINN,Pinnacles,Bird,2,Columbiformes,Columbidae,82733,177121.0,Active,Zenaida asiatica,White-winged Dove,,Accepted,No,Approved,Present,,Native,,Occasional,Vagrant,,,1.0,,,,,,,G5,"CA: SNRB,SNRN"
,PINN,Pinnacles,Bird,2,Columbiformes,Columbidae,82737,177125.0,Active,Zenaida macroura,Mourning Dove,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Coraciiformes,Alcedinidae,83980,178119.0,Active,Ceryle alcyon,Belted Kingfisher,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,3.0,,,,,,,,
,PINN,Pinnacles,Bird,2,Cuculiformes,Cuculidae,89107,177836.0,Active,Geococcyx californianus,Greater Roadrunner,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Falconiformes,Falconidae,82533,175613.0,Active,Falco columbarius,Merlin,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,2.0,,,,SC,CA: WL,,G5,CA: S3S4
,PINN,Pinnacles,Bird,2,Falconiformes,Falconidae,81853,175603.0,Active,Falco mexicanus,Prairie Falcon,,Accepted,No,Approved,Present,,Native,,Common,"Exploitation Concern, Management Priority; Breeder",,,4.0,,,,SC,CA: WL,,G5,CA: S4
,PINN,Pinnacles,Bird,2,Falconiformes,Falconidae,81854,175604.0,Active,Falco peregrinus,Peregrine Falcon,Falco peregrinus anatum,Accepted,No,Approved,Present,,Native,,Rare,Exploitation Concern,,,2.0,1.0,,,SC,,,G4,CA: SNR
,PINN,Pinnacles,Bird,2,Falconiformes,Falconidae,82543,175622.0,Active,Falco sparverius,American Kestrel,,Accepted,No,Approved,Present,,Native,,Common,"Exploitation Concern, Management Priority; Breeder",,,3.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Galliformes,Odontophoridae,84295,175876.0,Active,Callipepla californica,California Quail,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,3.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Galliformes,Odontophoridae,84314,175893.0,Active,Oreortyx pictus,mountain quail,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,,,,,RT,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Galliformes,Phasianidae,84331,175908.0,Active,Alectoris chukar,Chukar,,Accepted,No,Approved,Present,,Non-native,,Uncommon,Resident,,,2.0,,,,,,,G5,CA: SNA
,PINN,Pinnacles,Bird,2,Galliformes,Phasianidae,86451,176136.0,Active,Meleagris gallopavo,Wild Turkey,,Accepted,No,Approved,Present,,Non-native,,Common,Management Priority; Breeder,,,3.0,,,,,,,G5,CA: SNA
,PINN,Pinnacles,Bird,2,Gruiformes,Rallidae,87290,176292.0,Active,Fulica americana,American Coot,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,,,1.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Gruiformes,Rallidae,87212,176221.0,Active,Rallus limicola,Virginia Rail,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1.0,,,,SU,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Passeriformes,Aegithalidae,90923,178764.0,Active,Psaltriparus minimus,Bushtit,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,3.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Passeriformes,Bombycillidae,88296,178532.0,Active,Bombycilla cedrorum,Cedar Waxwing,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2.0,,,,,,,G5,CA: SNR
,PINN,Pinnacles,Bird,2,Passeriformes,Cardinalidae,94258,179151.0,Active,Passerina amoena,Lazuli Bunting,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,3.0,,,,SC,,,G5,CA: SNRB
