Channel Islands NP,Dec,2015,15134,0,0,223,432
Channel Islands NP,Nov,2015,19525,0,0,873,1980
Channel Islands NP,Oct,2015,22700,0,0,1972,2691
Channel Islands NP,Sep,2015,25782,0,0,3862,5062
Channel Islands NP,Aug,2015,36274,0,0,3238,5652
Channel Islands NP,Jul,2015,47670,0,0,4163,3110
Channel Islands NP,Jun,2015,34012,0,0,2946,8685
Channel Islands NP,May,2015,35720,0,0,2260,1264
Channel Islands NP,Apr,2015,24066,0,0,1538,1444
Channel Islands NP,Mar,2015,30723,0,0,1621,1998
Channel Islands NP,Feb,2015,22198,0,0,326,495
Channel Islands NP,Jan,2015,20377,0,0,304,590
Channel Islands NP,Dec,2016,19599,0,0,499,472
Channel Islands NP,Nov,2016,20516,0,0,767,918
Channel Islands NP,Oct,2016,29466,0,0,1325,3114
Channel Islands NP,Sep,2016,40150,0,0,3364,3996
Channel Islands NP,Aug,2016,45812,0,0,4154,4928
Channel Islands NP,Jul,2016,50025,0,0,3720,3942
Channel Islands NP,Jun,2016,40400,0,0,3267,2804
Channel Islands NP,May,2016,34234,0,0,2572,2070
Channel Islands NP,Apr,2016,26753,0,0,1213,1184
Channel Islands NP,Mar,2016,28521,0,0,1123,1728
Channel Islands NP,Feb,2016,20561,0,0,602,356
Channel Islands NP,Jan,2016,16157,0,0,279,441
Channel Islands NP,Dec,2017,17040,0,0,400,558
Channel Islands NP,Nov,2017,24397,0,0,1019,1336
Channel Islands NP,Oct,2017,26541,0,0,2084,2934
Channel Islands NP,Sep,2017,33897,0,0,3189,4964
Channel Islands NP,Aug,2017,41484,0,0,3107,5049
Channel Islands NP,Jul,2017,57276,0,0,3729,3285
Channel Islands NP,Jun,2017,46048,0,0,3051,3375
Channel Islands NP,May,2017,40023,0,0,2747,2732
Channel Islands NP,Apr,2017,34958,0,0,1775,1328
Channel Islands NP,Mar,2017,33388,0,0,1309,1714
Channel Islands NP,Feb,2017,20721,0,0,226,346
Channel Islands NP,Jan,2017,19363,0,0,298,396
Channel Islands NP,Dec,2018,15672,0,0,334,364
Channel Islands NP,Nov,2018,22282,0,0,1960,1197
Channel Islands NP,Oct,2018,27310,0,0,1843,2686
Channel Islands NP,Sep,2018,31586,0,0,2836,4846
Channel Islands NP,Aug,2018,39720,0,0,3377,828
Channel Islands NP,Jul,2018,49716,0,0,3301,873
Channel Islands NP,Jun,2018,40135,0,0,2183,3200
Channel Islands NP,May,2018,34759,0,0,1979,639
Channel Islands NP,Apr,2018,37869,0,0,1672,1287
Channel Islands NP,Mar,2018,31383,0,0,1171,1678
Channel Islands NP,Feb,2018,25275,0,0,523,414
Channel Islands NP,Jan,2018,16406,0,0,284,531
Channel Islands NP,Dec,2019,22354,0,0,648,864
Channel Islands NP,Nov,2019,25491,0,0,1066,2344
Channel Islands NP,Oct,2019,36914,0,0,1528,5229
Channel Islands NP,Sep,2019,39029,0,0,2791,8708
Channel Islands NP,Aug,2019,50126,0,0,3506,8374
Channel Islands NP,Jul,2019,48090,0,0,3019,6566
Channel Islands NP,Jun,2019,45396,0,0,2484,4334
Channel Islands NP,May,2019,39816,0,0,1962,3528
Channel Islands NP,Apr,2019,39624,0,0,2724,2142
Channel Islands NP,Mar,2019,35325,0,0,2270,1588
Channel Islands NP,Feb,2019,22544,0,0,722,504
Channel Islands NP,Jan,2019,9368,0,0,691,896
Channel Islands NP,Dec,2020,3145,0,0,0,864
Channel Islands NP,Nov,2020,17312,0,0,801,2344
Channel Islands NP,Oct,2020,26742,0,0,1808,5229
Channel Islands NP,Sep,2020,18488,0,0,1847,8708
Channel Islands NP,Aug,2020,18795,0,0,1920,8374
Channel Islands NP,Jul,2020,15680,0,0,1512,6566
Channel Islands NP,Jun,2020,13860,0,0,1000,4334
Channel Islands NP,May,2020,2588,0,0,0,3528
Channel Islands NP,Apr,2020,438,0,0,0,2142
Channel Islands NP,Mar,2020,13569,0,0,119,1588
Channel Islands NP,Feb,2020,20440,0,0,87,504
Channel Islands NP,Jan,2020,19376,0,0,170,896
Channel Islands NP,Dec,2021,18470,0,0,712,864
Channel Islands NP,Nov,2021,31644,0,0,2255,2344
Channel Islands NP,Oct,2021,36697,0,0,2965,5229
Channel Islands NP,Sep,2021,38695,0,0,3632,8708
Channel Islands NP,Aug,2021,37996,0,0,3254,8374
Channel Islands NP,Jul,2021,42397,0,0,3014,6566
Channel Islands NP,Jun,2021,41970,0,0,2776,4334
Channel Islands NP,May,2021,29101,0,0,2691,3528
Channel Islands NP,Apr,2021,23441,0,0,1832,2142
Channel Islands NP,Mar,2021,14772,0,0,1136,1588
Channel Islands NP,Feb,2021,13742,0,0,254,504
Channel Islands NP,Jan,2021,2426,0,0,8,896
Channel Islands NP,Dec,2022,18445,0,0,504,864
Channel Islands NP,Nov,2022,29093,0,0,1389,2344
Channel Islands NP,Oct,2022,29027,0,0,2671,5229
Channel Islands NP,Sep,2022,32841,0,0,2852,8708
Channel Islands NP,Aug,2022,35018,0,0,3700,8374
Channel Islands NP,Jul,2022,39405,0,0,3909,6566
Channel Islands NP,Jun,2022,31212,0,0,4070,4334
Channel Islands NP,May,2022,24739,0,0,2670,3528
Channel Islands NP,Apr,2022,31837,0,0,2668,2142
Channel Islands NP,Mar,2022,25726,0,0,2102,1588
Channel Islands NP,Feb,2022,22069,0,0,1210,504
Channel Islands NP,Jan,2022,18020,0,0,465,896
Channel Islands NP,Dec,2023,19903,0,0,441,864
Channel Islands NP,Nov,2023,28250,0,0,1499,2344
Channel Islands NP,Oct,2023,29922,0,0,2036,5229
Channel Islands NP,Sep,2023,32901,0,0,2829,8708
Channel Islands NP,Aug,2023,32053,0,0,2921,8374
Channel Islands NP,Jul,2023,39337,0,0,3753,6566
Channel Islands NP,Jun,2023,37566,0,0,3568,4334
Channel Islands NP,May,2023,31966,0,0,3040,3528
Channel Islands NP,Apr,2023,28305,0,0,1885,2142
Channel Islands NP,Mar,2023,26060,0,0,660,1588
Channel Islands NP,Feb,2023,20399,0,0,935,504
Channel Islands NP,Jan,2023,14280,0,0,314,896
Channel Islands NP,Dec,2024,15567,0,0,1504,864
Channel Islands NP,Nov,2024,18774,0,0,4035,2344
Channel Islands NP,Oct,2024,24476,0,0,4898,5229
Channel Islands NP,Sep,2024,21187,0,0,6827,8708
Channel Islands NP,Aug,2024,27158,0,0,5944,8374
Channel Islands NP,Jul,2024,33546,0,0,6977,6566
Channel Islands NP,Jun,2024,26744,0,0,6819,4334
Channel Islands NP,May,2024,23950,0,0,5443,3528
Channel Islands NP,Apr,2024,22539,0,0,4580,2142
Channel Islands NP,Mar,2024,23519,0,0,4434,1588
Channel Islands NP,Feb,2024,15230,0,0,1210,504
Channel Islands NP,Jan,2024,17743,0,0,1303,896
Death Valley NP,Dec,2015,78982,1583,15715,0,37
Death Valley NP,Nov,2015,76353,1728,27728,0,40
Death Valley NP,Oct,2015,106301,1777,6669,0,35
Death Valley NP,Sep,2015,90845,1915,2512,0,0
Death Valley NP,Aug,2015,115904,2014,1322,0,0
Death Valley NP,Jul,2015,118051,2039,614,0,0
Death Valley NP,Jun,2015,99063,1349,1043,0,0
Death Valley NP,May,2015,126277,6026,4381,0,3
Death Valley NP,Apr,2015,111121,6112,9955,0,38
Death Valley NP,Mar,2015,113498,2686,15069,0,0
Death Valley NP,Feb,2015,78471,2042,26858,0,103
Death Valley NP,Jan,2015,82636,1951,19296,0,109
Death Valley NP,Dec,2016,90236,1535,21190,0,59
Death Valley NP,Nov,2016,103730,1726,33677,0,36
Death Valley NP,Oct,2016,114647,1885,12883,0,11
Death Valley NP,Sep,2016,146567,5460,2854,0,0
Death Valley NP,Aug,2016,121341,1847,1002,0,0
Death Valley NP,Jul,2016,107959,1743,979,0,0
Death Valley NP,Jun,2016,54957,1061,1978,0,0
Death Valley NP,May,2016,105517,1365,6045,0,8
Death Valley NP,Apr,2016,113696,2024,10806,0,8
Death Valley NP,Mar,2016,217688,2531,55690,0,163
Death Valley NP,Feb,2016,97652,2091,39421,0,91
Death Valley NP,Jan,2016,71979,1400,17318,0,73
Death Valley NP,Dec,2017,98104,2180,20803,0,70
Death Valley NP,Nov,2017,95467,2326,28685,0,21
Death Valley NP,Oct,2017,115390,3189,9418,0,8
Death Valley NP,Sep,2017,143252,3755,3571,0,0
Death Valley NP,Aug,2017,178698,5700,1002,0,0
Death Valley NP,Jul,2017,140498,5746,461,0,0
Death Valley NP,Jun,2017,88331,2897,1040,0,0
Death Valley NP,May,2017,109285,2704,6202,0,12
Death Valley NP,Apr,2017,111579,5353,20176,0,286
Death Valley NP,Mar,2017,112342,2761,38131,0,895
Death Valley NP,Feb,2017,81663,2093,27434,0,548
Death Valley NP,Jan,2017,69514,1696,19693,0,406
Death Valley NP,Dec,2018,120953,2095,12240,103,31
Death Valley NP,Nov,2018,131714,2094,34431,249,57
Death Valley NP,Oct,2018,183372,2639,10154,83,7
Death Valley NP,Sep,2018,155735,2305,3246,6,0
Death Valley NP,Aug,2018,190120,5179,1344,4,0
Death Valley NP,Jul,2018,148594,4778,945,2,0
Death Valley NP,Jun,2018,114357,2216,1411,6,0
Death Valley NP,May,2018,164805,2433,5606,28,5
Death Valley NP,Apr,2018,146206,2871,15367,89,49
Death Valley NP,Mar,2018,170417,2671,39254,455,146
Death Valley NP,Feb,2018,134964,1961,31211,239,71
Death Valley NP,Jan,2018,83627,1969,21326,221,93
Death Valley NP,Dec,2019,140763,1947,22125,90,54
Death Valley NP,Nov,2019,137334,2125,33320,267,60
Death Valley NP,Oct,2019,143509,2389,15710,105,33
Death Valley NP,Sep,2019,175387,1862,3666,135,5
Death Valley NP,Aug,2019,172147,3943,1104,4,0
Death Valley NP,Jul,2019,148148,3146,1160,2,0
Death Valley NP,Jun,2019,126773,1517,2332,23,0
Death Valley NP,May,2019,161389,2238,7856,97,1
Death Valley NP,Apr,2019,184728,2795,19974,211,51
Death Valley NP,Mar,2019,185733,2663,36922,539,158
Death Valley NP,Feb,2019,117480,1766,25178,221,92
Death Valley NP,Jan,2019,116535,1368,2739,221,0
Death Valley NP,Dec,2020,97985,129,4494,364,0
Death Valley NP,Nov,2020,136866,1450,39460,572,0
Death Valley NP,Oct,2020,69452,531,12270,148,0
Death Valley NP,Sep,2020,40342,75,1169,32,0
Death Valley NP,Aug,2020,40994,241,969,53,0
Death Valley NP,Jul,2020,44309,259,773,2,0
Death Valley NP,Jun,2020,30621,96,247,0,0
Death Valley NP,May,2020,20826,0,0,0,0
Death Valley NP,Apr,2020,19125,0,0,0,0
Death Valley NP,Mar,2020,117017,1330,23690,50,56
Death Valley NP,Feb,2020,132695,2017,37882,230,60
Death Valley NP,Jan,2020,103002,1625,26208,223,72
Death Valley NP,Dec,2021,119124,2568,26066,369,78
Death Valley NP,Nov,2021,138462,2122,33247,332,99
